id,membercount,Name,Engagement % (Last 30 Days),Activity Score (Last 30 Days),Installed Date,Category
7c334ee0-57a8-4465-855b-925f932cc797,145,NA,0,0,01-09-2019,NA
7ca35df2-d0b8-46d8-93d7-d6fc6142def3,225703,Spiritual Leader Saint Rampal ji (Group),71.22014329,2550.52381,43946,Faith & Spirituality
7cc4bb55-1ee4-468e-b552-2f6b876ac893,66,NA,0,0,01-09-2019,NA
7da333b1-52c0-4ef5-a998-b3e88825940d,24019,Only for Ladies । Beauty Parlour & Salon Jobs । Makeup Tutorial (No Males),158.7071693,1.68714507,43958,"Lifestyle, Beauty & Makeup"
7f61b8a9-5474-4ea9-aa93-151bb6fb68ae,79,NA,0,0,01-09-2019,NA
7fafb7ad-c5c7-42f3-8e6e-25d1543185ef,920,Support for work from home,0.326441785,0,43883,Parenting
802d0bc6-2488-4d55-9c03-1853f564b126,164,NA,0,0,01-09-2019,NA
8073c945-5909-486c-be70-b6b0697e6035,1463,Crypto Insider Club,0,0,43989,Others
80c78b22-f7f4-41cf-a382-469f2abe0136,146,NA,0,0,01-09-2019,NA
80cad3ee-620a-4c8e-acf4-10ecf86a0091,21793,Joinfilms,0,0,43886,Learning & Education
81165baa-1d4f-4a5e-a060-ddf4269831f5,17101,Hastaksharr Self Made Divas,63.33487138,10.93586957,44019,Others
813afbba-9c93-4e69-9fd0-69f0842afc79,1237,The Intimacy Connection Community,0,0,43913,Relationships & Identity
04d5b366-b758-47bf-9fce-9d2a208de902,2139,Brussels | Girl Gone International,0,0,43872,Travel
04dce081-8fa6-49a4-bd29-2febbe99722a,470,HolyMatch.net,0,0,43938,Other
04f1228a-9c45-4da4-94d6-3500c9ac464c,377,Telugu Rajakiyalu ( తెలుగు రాజకీయాలు ),0.265251989,0,43917,Entertainment
061d73be-edd4-4e50-ab9a-b27eb41da1a6,16886,SSC CGL/CHSL Preparation Group,83.36144228,11.58472344,43941,Learning & Education
061e9e9c-be1d-4285-b6fa-d8635cfd8c32,177,NA,0,0,01-09-2019,NA
06b50280-7433-41a5-aa69-c8693f49bcb0,105562,Kerala Wholesale Bazaar,0.220226843,22.3,43990,Neighborhood/Local Groups
07355c1a-a4e2-4be8-adfe-ab0939b2d564,159,NA,0,0,01-09-2019,NA
07db693c-5c8c-41d1-ada8-bc058b909e3d,208,NA,0,0,01-09-2019,NA
0858f606-2a10-45fb-a443-e97df6afb7bb,413,डॉक्टर किसान बिजनेस,0,0,43895,Other
08dae190-931f-4558-8ff0-12bae7106796,3309,AQA A Level Geography Teachers Group,18.68990385,16.77142857,43959,Learning & Education
0977c405-12e0-426f-9d59-fcde6c543d5b,26071,Govt And Private Jobs Alert / GK,0.271905637,6.1,44024,Jobs & Careers
503a797a-9975-4dc8-b99e-b9f39c77952d,731,Triveni Dental Family,0,0,43932,Medical & Mental Health
50e4b401-d18b-4977-aa1c-97a64e2e4d08,3502,Women's Hygiene ✅🧘‍♀️🔴,224.0716003,25.71019108,43979,Fitness & Health
515a813e-d2f3-4615-939c-0857b48fec71,759,Indian news online,0,0,43910,Entertainment
5165b325-2983-4de1-8ab9-fffe783d69d3,82,NA,0,0,01-09-2019,NA
518d4f38-58c2-49ef-b4cf-ca75896e0a7c,724,GURGAON SALE-PURCHASE-RENT,0,0,43965,Other
51db1eb8-e720-44ce-84fd-1aee7c521b4a,2435,CashBack World,3.571428571,0.380952381,44033,Others
52d8fc9e-9cfe-4278-9e49-b926271a3010,3246,"Sikkim: Travelling and backpacking, trekking and adventure activities",7.005616317,1.135135135,43992,Travel
52feda1b-f3d8-4f32-9b97-31a822f68c87,253,NISHAD PARTY MEDIA - जय निषादराज,0,0,43964,Politics
534533dd-a166-4bef-a349-4f279af64071,12222,🔱 মহাদেবের ভক্ত 🔱,16.39947653,30.82539683,44041,Entertainment
538db0f7-fa5a-4a10-b7ed-d8b92eed4180,1511,Jewar Airport,0,0,43970,Neighborhood/Local Groups
54793854-c4f2-4535-9819-194ee43004aa,3460,Free Online Offers,0,0,43894,Buy & Sell
54a6894d-cc40-46ce-adf8-adcb175f4621,2312,SIT Lonavala,1.384083045,9.666666667,43962,Neighborhood/Local Groups
54bfbcb1-d19c-4545-9a4e-5c45b2e9ca88,7507,"Flat and Flatmates (Pune,Pimpri,Chinchwad)",0,0,43950,Neighborhood/Local Groups
54d0b39a-2959-460a-8d67-8385545f09f8,6822,पशुपालन विकास मंच,61.65736368,51.53658537,44012,Animals
550da84e-2ecd-4022-81f2-f2efeb7cfec4,465,Jassi gill fans club,103.0107527,16.74074074,43981,Entertainment
557a6abb-bc6f-4cb0-aeb7-abb3f68d2a3d,414,majuuliveradiotv all igroups,0,0,43920,Entertainment
559890fa-098e-4336-b69a-40f9c06eca02,523,Data Science Learner,0,0,43904,Learning & Education
56a73f30-dd80-4b9f-8e91-1ed07607d0ae,1702,Odisha Corona Warriors 🕵️🧑‍🔧🧑‍⚕️🧑‍🔬👰🧟🕺Join to Fight Covid19 🩺🦹,0.293772033,0.25,43893,Politics
5710cb77-cac8-47a6-8dc7-861f5fbec2e8,93,NA,0,0,01-09-2019,NA
097f0941-7128-48a4-b4ba-98170ed3e8a2,1330,MOM AND BABY DIARIES,167.8504673,10.08641975,44027,Parenting
0987c12d-4bce-4f16-91b9-bd48d08b8af0,444,Tool & Die Maker/Designer's,28.34224599,1.74137931,44042,Business-Brand
09a776bb-b0d3-4ea7-a977-5251f3a92984,92,NA,0,0,01-09-2019,NA
09b5cd2b-f12e-4786-9efd-4fca59d11b7f,151,NA,0,0,01-09-2019,NA
0a6acaa7-6dbd-4b43-8115-00bd66aef440,1777,Uttarakhand Wholesale Market {Pahadi Bhula},0,0,43917,Buy & Sell
0b16f979-1dc6-4819-9853-143f0fbd5302,376,🍟🥘QUEEN'S KITCHEN 🍟🥘,1003.266332,16.9058296,44033,Food & Drink
0b5d6a5d-4636-49c9-ae4e-7c3f139d7bcc,45660,moms n mom's tips,11.89160862,15.86068111,43872,Parenting
0b6241e7-2b37-4cb3-b5bf-6dacd0530e1f,88655,Best Hackers Open Group,0,0,43927,Learning & Education
0b838c52-ab11-47f0-935f-07dbc8f7006b,53,NA,0,0,01-09-2019,NA
0bc2f54b-b34d-4c0d-a811-322380d263f4,2118,MARKETING GROUP'S,0,0,43899,Entertainment
0c9dbf32-bff8-4691-bbb2-82e5c6044228,607,Start Your Private Practice [Student Group],0,0,43929,Job Groups
0cf59e30-6094-4626-9692-8b329d627321,7790,Womenfolk Of Hyd,33.11588642,4.188376754,43861,Learning & Education
0d460b7e-b1dd-4cf0-ba83-af2d5956fcd8,293,Dominion's Royal Explorer's,0,0,43921,Travel
57259291-9322-4ca2-b635-353052eef3fa,799,RANZ,0,0,43950,Other
5761f1a0-7f2f-4f45-bf0e-a4b3f2100c50,16643,Pushstart,119.1672174,42.49342105,43957,Hobbies & Interests
59030ba3-af6c-4cfc-ab66-42e8c7467aa8,186,NA,0,0,01-09-2019,NA
5995849e-a3a1-496f-bb8e-365350952868,197,NA,0,0,01-09-2019,NA
59cddd30-34ca-406f-947b-b54035e314b0,6361,Healthy Cooking Creation,198.8662457,7.574876238,44028,Cooking & Recipes
5a8b3b70-c6db-4492-8c92-a6ff9c03e067,85,NA,0,0,01-09-2019,NA
5abe7992-c82f-40dd-98b8-f2329e5bbb49,64609,Just for Fun,0.116127834,24,43995,Entertainment
5ae9febf-b4ef-4771-95dc-5988b739dfea,6805,Jaipur,37.5988287,0.502633119,43899,Neighborhood/Local Groups
5afba81c-d995-4fe4-9326-152593b51aa5,13765,Pune Ladies Social,8.887760284,6.040229885,43914,Neighborhood/Local Groups
5b92570f-85c1-4931-accf-ba474ae447df,1275,Healthy Food Tips And Facts,0.235478807,0,43915,Fitness & Health
5be60280-5a7e-4949-a567-1e5d9c9229c4,43227,Indian Homemakers,0.761997406,53.83333333,44035,Fitness & Health
5bf065fd-9c2e-4ff6-8f35-99f06c01c4be,15822,Salon Industry Networking  Group,241.6755906,29.86564763,43854,Business-Brand
5c5383b8-aa2d-42d5-98ba-67b95f44e8f0,2065,Pradip Singh Fan's Club.,1.207729469,2.125,44041,Entertainment
5c64298c-c364-4475-acee-d1654e970f5d,26906,CDO América do Norte,0,0,43909,Travel
5c723fa2-0c8c-4396-a398-564f546d3989,963,Autism Treatment,0,0,43933,Medical & Mental Health
5c7ce610-77c5-457a-8369-4e3c72590dc0,162,NA,0,0,01-09-2019,NA
5c957487-24a1-4b3b-b29e-cb052ea7cdc9,40508,Momz Of India,104.5937347,44.36836518,43851,Parenting
5cc30940-6a73-457c-a438-795642261cca,193,NA,0,0,01-09-2019,NA
5d1d6274-168e-4386-97de-713c985ec59a,2917,"Renting/Buying/Selling Properties In UAE, INDIA",0,0,43960,Neighborhood/Local Groups
820631c6-2a28-45f7-b8af-c125f1ba5d6a,1390,Low Ridin' Pickers,0,0,43921,Buy & Sell
827b42d8-45ff-4376-8c29-c5bbae8dbc10,544,AWS Certification Training,0,0,43910,Learning & Education
82c119a2-af3e-4f25-80c3-f4dee2fb1f69,73,NA,0,0,01-09-2019,NA
82c544f3-cc62-49c8-afa2-736b72e0239a,3821,Parenting Tips✍ Wow moms🤱🤱,3710.04717,174.5647321,44012,Parenting
83334448-2887-4d3f-b418-535a2c2fc355,258,Odisha Musicians & Filmmakers,2.713178295,0,43992,Entertainment
835f136d-7dc2-41d9-a2a4-48e60456519b,8687,NA,0,0,01-09-2019,NA
8370f34c-ef1f-45fd-8c94-16e03ce82ed8,83,NA,0,0,01-09-2019,NA
8494737b-f51f-4714-8d28-bc98170c5875,317,GIF GIF GIF,249.7155859,8.799107143,43983,Entertainment
84a0ff07-a183-4da2-82dd-febf8c3e6112,244,❤❤WO MERA MASUM SA ISHQ❤❤,2519.455253,19.68690096,44027,Entertainment
84bcedaa-6c65-4b48-8cd9-0d0414317757,30045,PUWO-Pune Womania™️,286.8681228,97.68587571,43902,Parenting
85899a6e-8916-4b86-9ebb-98c5828bd9a7,4302,ⓔⓓⓤⓒⓐⓣⓘⓞⓝ🌿,0,0,43969,Learning & Education
8593d5c1-3233-43d9-8305-0a7c9421e4c1,264,Engineers Cooking,16.73003802,0.517241379,44033,Cooking & Recipes
8598ebab-9c09-456d-beed-cb23195fc9d4,46197,Curejoy Moms,0.086565097,9,43963,Parenting
85c517b6-645f-4192-8963-71e9810fb3e8,144,NA,0,0,01-09-2019,NA
868683b1-c94f-41f1-9277-d430cbfb6cf4,26466,Pune Jobs,13.16648531,2.335551331,44011,Jobs & Careers
86d73869-fc8d-4823-8bca-b6904f7e041d,143,NA,0,0,01-09-2019,NA
8722e364-2144-4e12-b342-55e36e651af2,519,Dressing Room 8 Book Club,0,0,43921,Learning & Education
893f663f-b2b2-4fda-8124-7937b0c2fee3,6197,Delhi Moms,163.7138508,0.567244645,43984,Parenting
896909f6-0e8f-409b-ae65-1589a288cde8,101,NA,0,0,01-09-2019,NA
8a1a57ec-03ea-462d-befd-0a1c44867aef,1157,Mad Connection Group,0,0,43922,Entertainment
8a493cf8-d36d-421f-bd86-a642b6505169,4686,Top Architects & Interior Designers of Delhi,19.56025721,0.64,43990,Neighborhood/Local Groups
8a7dccfd-5726-4a45-9ba3-1dbf2cbcfdbe,172,NA,0,0,01-09-2019,NA
8a9810a6-3f3e-486a-9837-625657afcba2,951,GCSE Economics Teacher Group,1.341589267,3.333333333,43959,Learning & Education
05daa8f4-87dc-42ab-bcee-0bd69ed35aaf,92,NA,0,0,01-09-2019,NA
05ea42e3-9c1b-46dc-b319-b132bdca39c0,120,NA,0,0,01-09-2019,NA
06d7d005-2458-468c-8ffb-da55305cf9e1,7272,The Expert's Lounge: Branding & Marketing Tips for Women Entrepreneurs,0,0,43916,Others
07e1f67d-9588-4196-a4ad-5c64a1f20e32,21556,❤️️❤️️Hyderabad shopping❤️️❤️️,0,0,43898,Buy & Sell
092cf854-4741-4d5e-8e30-f61a7785a6f2,394,Franchise Mastermind - Powered by Coconut,534.9367089,18.3853211,43997,NA
096a8b37-0b84-4592-a21e-d1e9caddbcd1,10596,Food Lover,0,0,43929,Food & Drink
098fc699-41ae-44c2-a1c1-b0dbe063b1f4,163462,PM Modi Fans and Followers,261.8724841,134.0353312,43952,Politics
0a2b82bc-6973-4c63-9ad6-83ebdd0f8391,70,NA,0,0,01-09-2019,NA
0a40230b-4380-4fdd-9d7c-d68c1c4c5448,9122,Kids-education,5.542440727,5.666666667,43997,Learning & Education
0b8e46d5-f62f-4139-ac90-1781a65b38f0,125,NA,0,0,01-09-2019,NA
0bac3cbd-bdea-4a6e-93e9-47a9c945ad7b,94,NA,0,0,01-09-2019,NA
0c3bd005-1030-4045-a7d1-000455f30b0c,321,MEMES OF INDIA,0,0,43955,Entertainment
0c854643-0d30-4329-8388-4404370bb178,57873,PLAYBOY,6.379486116,54.93939394,43986,Entertainment
0d0f5fc4-78c6-4cca-b945-c0c4e5e465c6,7033,Join WhatsApp Groups ☑️,0,0,43885,Entertainment
0d41b75c-7275-4b14-a004-b65decc17e27,90,NA,0,0,01-09-2019,NA
0da677bf-79fa-4a7d-956f-b2c056e3a4d8,1269,रोजगार समाचार - Employment News,0,0,43938,Jobs & Careers
0e11d16a-904c-4cf0-ae92-8cba1970ca8b,7932,Interactive Learning Ideas,18.85087931,2.315677966,44005,Parenting
0e369504-0a40-4399-86ac-c68fe3825409,107,NA,0,0,01-09-2019,NA
0ee673a5-a6d4-45d6-9e02-f27df5e67c20,72,NA,0,0,01-09-2019,NA
0f9aa990-3af8-4ca9-9f3e-9d4652d2f0cc,427,SaaS Warrior,0,0,43896,Learning & Education
0ff11f1f-d1f3-498c-b2b5-a22741aa65b6,870,Mythopedea,0,0,43943,Learning & Education
5d249cdd-0a3b-44bd-9f08-efcf5592a198,475,Nkpays,0,0,43923,Travel
5d360991-23c9-480a-900d-2ee9c1ccd0ed,56,NA,0,0,01-09-2019,NA
5d53592a-8cb5-42b0-bfad-1028cbf68e22,212,NA,0,0,01-09-2019,NA
5d989133-5037-4caa-8e10-99103ca1bf5b,14511,Bihar Startup Jobs,0,0,43917,Jobs & Careers
5de4a1d7-2d4a-4a0a-8f90-191d1893ba30,284,Uttam tiwari &Uttam films,426.8292683,2.700906344,43992,Other
5e19269a-1faa-44f2-9cc3-e6ef81b840bb,747,Faithbook,0,0,43918,Learning & Education
5e2238cf-94ee-4f71-af92-06522d206370,184767,Desi Nuskhe,10.21788371,187.9306931,44007,Entertainment
5eb10a83-8736-4887-84a2-93e352e401f1,19623,India Intermittent Fasting for Women,551.2679322,70.5093985,44042,Fitness & Health
5f9654bf-709a-4126-9db7-5ac4861286bb,69242,Engineers World,1.860404886,23.86538462,43871,Learning & Education
5f9ff930-31c5-4e08-94ed-7d3a30a3c7d0,16848,Ladies Special,115.6156845,1.244130411,44018,"Lifestyle, Beauty & Makeup"
6030be12-970b-4684-8d95-1a09f865c627,2294,Spread the Word Mumbai,0,0,43899,Neighborhood/Local Groups
60798598-d24c-4f4f-912f-58792ee1badd,160,NA,0,0,01-09-2019,NA
61f88f63-5284-459f-a874-aeff376b906c,444,Desi Runners Desi Walkers #DRDW,0,0,43913,Sports & Gaming
6215e612-c5ea-4ce1-ab50-dfa1d5141298,1376,Filmy Group,0.799418605,1.2,43989,Entertainment
627086af-63f1-4766-a504-1d47d46e3ea9,1975,Amantes de la Parrilla Argentina,0,0,43927,Food & Drink
62f13de0-5c12-44e1-9ae9-cd97e213421b,30279,Ahmedabad Startup Community (ASC),0,0,43968,Neighborhood/Local Groups
63f8a770-85fe-4c79-800a-1736f419e622,11666,Dr. Shashikant Tarange Fan Club,0,0,43983,Politics
8a98b663-75e1-40c0-bf44-a7697b027645,162,NA,0,0,01-09-2019,NA
8ab8958a-abdd-45e0-aff1-01abe80a494e,588,IIT JEE 2018 (MAINS / ADVANCE ) Preparation,0,0,44023,Learning & Education
8b22cc07-5678-4e30-a17a-af1de1bd46d6,66,NA,0,0,01-09-2019,NA
8c4c37a9-bf40-4a51-bb38-0acc7475f13c,1101,Bosket's Alimentos - A World of Fusion Food group,0,0,43949,Cooking & Recipes
8c69852f-f722-4a60-ac29-90b77ce96a98,37574,TRYST (Non-Paid Group),378.0663628,15.68639607,44041,Buy & Sell
8d595444-bffb-4b94-b721-33b07db1a442,4090,MS in US - Fall 2020/Spring 2021/Fall 2021 | Incoming Indian Students,79.6122449,9.746556474,44028,Others
8d9be645-cab5-4aa0-964e-e2a6b71233f5,8158,Ladies Club,53.8794659,2.81516184,43907,Entertainment
8e8219b8-1581-49f5-87ec-0957bff98e83,189,NA,0,0,01-09-2019,NA
8eac047b-68b1-4745-8f65-33a471f24a30,227,NA,0,0,01-09-2019,NA
8ef19f30-2099-4b3a-940b-93a433a0aa29,2543,Indian Psychologist,0,0,43956,Medical & Mental Health
8f3e2b38-8c0a-4290-9ee1-1a28b2d55694,86,NA,0,0,01-09-2019,NA
8f642f11-298d-43c2-bc70-b7357f9cda8c,277,"Answers for  Student, Immigration, Visit Visa Queries &IELTS/PTE Training",0,0,43934,Learning & Education
8f82e182-6f4b-4312-bb94-4c3bb78831f6,1117,Youth of INDIA,0,0,43937,Entertainment
900a027e-1223-4bbf-9063-b7c5b3177479,92,NA,0,0,01-09-2019,NA
90ffe6d0-654d-436b-b7ac-780de010af7f,186,NA,0,0,01-09-2019,NA
91762559-0cf2-4810-894e-d19f40b8b5b3,286,Gyan with Solution - For Jobless | Loss in Business | High Loans,4.895104895,1,44003,Jobs & Careeer
1052cb49-5c0c-44c7-b4dd-76a2c23c0e9a,33611,"Makeup, Beauty, Hair Fall and Skin",76.21348621,1.42672114,43958,"Lifestyle, Beauty & Makeup"
1086d062-785d-4c1d-a9da-996520a1d2b4,83,NA,0,0,01-09-2019,NA
10aec815-44fd-47c6-b8ce-4ac7fe2e76f7,626,Proud being woman,39.74507532,0.182758621,43856,Neighborhood/Local Groups
110b8b24-53aa-4857-9d92-36cc024ebb6d,155767,NAGPUR Bazaar,0,0,43932,Neighborhood/Local Groups
11e8d4fb-b881-45fb-a2c0-4e83cb9006e6,89,NA,0,0,01-09-2019,NA
1220e634-fcf2-4f43-a318-e8979622d93d,266,Patiala Today,0,0,43906,NA
12294bcd-21f5-446b-8004-2b298db9e934,1195,Digital Marketing,0,0,43899,Business-Brand
124a2ab7-1d18-474f-ae7a-e80c4cffebf8,114,NA,0,0,01-09-2019,NA
125104e6-5d98-4fb0-875e-28965e3bc467,1198,GCSE & A-Level History Teachers,1.893004115,2.285714286,43959,Learning & Education
12647036-f6df-4b97-b726-6c47d2f676f0,1522,Multi Level Marketing,4.291287386,0.03125,43889,Neighborhood/Local Groups
12dd0ae4-63e9-444f-b637-9cdd23a0d6d7,9393,Women's power..❤️❤️👸👸👸🙅🙅🙅,262.6722338,18.17987805,43999,"Lifestyle, Beauty & Makeup"
1414e58f-2cc4-4af6-8e57-32f6293e2f19,12100,Food Travel and Stories..,0,0,43855,Travel
141cb34f-b1e3-4674-aa41-1edb06e6ed7e,271,Sexy Fino's Reader,0,0,43919,Other
14684727-6a93-4236-813e-0d7a8bd96f6c,1731,Flat and flatmates hiranandani garden powai,0,0,43893,Neighborhood/Local Groups
150a9808-d375-4cc7-b157-523568ad589f,81,NA,0,0,01-09-2019,NA
15aa09f3-2264-4bac-b94a-1fd60c2e909f,26249,"Mehndi Designs, Women Fashion, Dresses and Style",75.64111171,3.94405441,44019,"Lifestyle, Beauty & Makeup"
15bf8491-ead9-40ff-9a43-e3a7570972ab,32294,NA,0,0,01-09-2019,NA
9348e3b9-d034-4a5d-8eef-01b4dfe091d4,74,NA,0,0,01-09-2019,NA
93611260-c406-4c89-a391-2fb709836a66,148,NA,0,0,01-09-2019,NA
939bf258-db55-4420-b27d-402a0f139331,59,NA,0,0,01-09-2019,NA
93a9f8f7-91b3-40a5-ac8f-6f1bdb0c476c,49554,AGRA (Advocate Bantu Chaudhary),0,0,44030,NA
93f79ed2-fe09-45f3-b9ad-836a109fd202,185069,आयुर्वेदिक घरेलू उपचार,0.020532882,0,43979,Medical & Mental Health
9422c061-d878-419f-adb6-3d612cb5858c,1118,Vishwa Bharti School Rainawari Srinagar Kashmir 190003,0,0,43942,Learning & Education
943a72a9-8fb2-432e-963b-2469bf32b1a1,269,The Wealth Creators India Community,42.95774648,10.09090909,43994,Learning & Education
944e58b5-d68e-42eb-8d83-d93c46f5cbc0,637,Online Computer Store,3.767660911,0.2,43896,Other
949be45e-1f17-434c-9148-0d92cbc5437d,89,NA,0,0,01-09-2019,NA
94e26116-03f2-4a4a-9239-7a286670eedc,320,AnyBodyCanEarn,0,0,43921,Other
952cf9d1-8ba6-45bb-95e1-6c55cf6a41f6,2656,Jobs4Fresher.com,33.02548947,1.027210884,43952,Jobs & Careers
95e4286c-ae21-4180-bddc-ea7fbc43b627,4769,Mumbai Parents,12.78681685,0.190291262,43990,Parenting
96041b6b-0a53-4685-9a5e-a907d1fa87f0,1256,Kashmir Spot,0.557324841,1.333333333,43974,Travel
9628ec09-8edf-4e35-912e-23b08986acfe,11413,मैत्रीण (Business women),53.24855303,5.429133858,44002,"Lifestyle, Beauty & Makeup"
96503e74-9db9-4856-b96f-882cfc957929,109,NA,0,0,01-09-2019,NA
9680fbdf-8013-410e-b52f-ecff020a25c7,119,NA,0,0,01-09-2019,NA
97c9660e-c91a-499b-97e8-d88a411d9859,123117,Direct Selling | Network Marketing | Multi-Level Marketing,0,0,43889,Business-Brand
97d2ab23-2d27-4815-98bf-1c387ae5cef3,473,மனநல ஆலோசனை,0,0,43866,NA
97e38566-1c8d-4ea6-97a1-7558c20ae69e,81,NA,0,0,01-09-2019,NA
985c827c-3a57-4284-aefe-c8733b61cac1,243,NA,0,0,01-09-2019,NA
15cceac6-0b4a-453d-93e8-aa439f3d8885,454,Bling Bling with Sammie & Alicia,0,0,43911,Other
15d044d9-925b-4053-9599-6027c45e8ccb,6165,Robotics (LEAP LABS ),0,0,43851,Learning & Education
160a5aea-797c-4940-b7d8-61cb8df1fb09,206,NA,0,0,01-09-2019,NA
164424e9-00d0-420a-a702-a6df261d8a2b,5274,Indian Parlour & Salon Owners,13.77728857,1.376582278,44022,"Lifestyle, Beauty & Makeup"
16706dc5-d8c5-4417-bf19-0e88a5eca96c,193,NA,0,0,01-09-2019,NA
173657dc-8efc-4658-95e5-ced7216176a4,1207,VeeHeal - Healers & Therapist In Mumbai,0.911350456,0,43987,Fitness & Health
18009e43-1117-4e4f-be22-33645009ec92,3377,We Support Zozibini Tunzi Miss Universe South Africa,43.46532387,21.60714286,43889,"Lifestyle, Beauty & Makeup"
18351057-29d7-4300-962b-3b7f4f85f554,15374,Picture Unknown Battle Group  (@photopubg2020),0,0,43977,Hobbies & Interests
190b69c2-1071-4b86-a964-534fc3d9af5b,1918,Gurgaon Photography Group,2.241918665,0.387096774,43885,Hobbies & Interests
19651641-ba53-4e39-a325-1a9719bef52f,10246,Books and Stories for Little Readers,220.5882353,35.11538462,43777,Learning & Education
199951d0-6074-464a-a8df-c3c9ae0f4540,6111,World of Women (WOW Help Board),45.43670265,16.3625,44035,Entertainment
199fff7a-3801-412e-9d1e-94cbc80c1eaf,6149,Aksent Boutique Exclusive Members,0,0,43912,Business-Brand
19fad60f-6ee9-4edf-8a5c-46e5c850266a,1052,Jack Norway OfficialGroup,0.190114068,1,43966,Entertainment
1a065bee-86f4-4b8a-8782-ff0025ceb30d,138,NA,0,0,01-09-2019,NA
1a519aad-faf1-4a3f-849c-f99f59b1e3a5,3915,"""SWARANJALI.""     SAREGAMAPA",1.756619145,22,44039,Hobbies & Interests
1a58c4ea-8ae2-4d9e-8a53-faedf5f17926,1553,Cinephilia,2.574002574,0.428571429,43907,Entertainment
9872661c-9658-4b9f-b756-27b5006d02c7,1002,Solar Growth Hacks: Marketing Mastermind,0,0,43920,Learning & Education
98a7192b-4ea8-448f-aa89-bee674d1114a,277,Tara kitchen,0,0,43924,NA
994c428a-e2be-4882-a8ff-4c9c985ab0d8,1016,Kanak News - Jajpur,686.572104,17.38101266,44042,NA
999c28c0-3e27-4556-93d0-3ac8b8f7b1dc,246,NA,0,0,01-09-2019,NA
99bcaac2-444f-49e8-9f00-9f1f2114f678,14104,Food Science,4.900168729,1.744094488,43990,Food & Drink
9a18658e-e55f-41e1-887c-1f9ec33aa604,103,NA,0,0,01-09-2019,NA
9a4e0b50-0585-420c-aab8-5e976e75cf29,762,Srinagar Group of meme,0,0,43956,Entertainment
9a4e4066-6a1a-4190-88c3-fef1bc3fb6d3,35431,Delhi Food Walks,0,0,43875,Food & Drink
9a592498-b5cd-43f5-bbef-2b24554eb628,165,NA,0,0,01-09-2019,NA
9a66b7f9-a338-43a5-a980-acb53848ca6e,62,NA,0,0,01-09-2019,NA
9adef96b-5117-44d6-9fe6-679c6d0bba97,51421,தமிழ்நாடு வியாபாரம் & விற்பனை - Tamilnadu Business,1.190408058,1.902325581,43968,Neighborhood/Local Groups
9b9c838e-d8d1-4188-b19a-7e591052b554,3657,Jewellery & Me,0,0,43965,Hobbies & Interests
9c7c1236-b179-4f44-9b38-25751290e0ae,7337,Delhi & NCR Salon Jobs & Vacancies,61.74514499,4.287015945,43958,"Lifestyle, Beauty & Makeup"
9d19d9f5-58a1-44cc-a1f9-58abef140b80,1219,Civil Rights Expression and Discussion,0,0,43910,Politics
9d527e5e-3415-4454-87c4-c849b0a92f0b,81,NA,0,0,01-09-2019,NA
9de13708-ed74-4b8e-b1b6-7a4ac1de6350,89,NA,0,0,01-09-2019,NA
9e6db68b-495b-47a6-90f6-b2e2b88bd40d,102,NA,0,0,01-09-2019,NA
9ea67065-44f5-4eb7-89b5-4479637eb9d9,24329,Uppskill - Digital Marketing Community,30.522385,20.62209302,43894,Business-Brand
9ea7703e-a6d9-4929-aacf-8685d2c37240,200,NA,0,0,01-09-2019,NA
9f60dcd4-61db-4fa2-954f-f7b3aaac265b,18081,Moms In India,8.118121993,4.689922481,43958,Parenting
a0540464-f105-4932-b486-f70a7c29234b,18517,Ghar Ki Rasoi,37.56911582,1.368718593,44019,Food & Drink
a077d076-464a-4fcf-89a2-bbdff1f38f72,77,NA,0,0,01-09-2019,NA
a07c1025-58a2-4dc8-9822-3f67ebacb084,161166,ULTIMATE LOVE IN THE WORLD - Mother’s Love ❤️,6.759796377,151.8028169,43880,Relationships & Identity
a08717ea-0445-435c-99a6-a3456d737a3b,576,The Diet Pal Premium Weight Loss Tips,0,0,43899,NA
64432662-3d8e-4e91-9921-ef4edcc06dde,74,NA,0,0,01-09-2019,NA
64f8ad11-053c-4894-a3c0-23cb95f9ecb5,694,Assamese Music Development Society,0,0,43952,Entertainment
6543959e-a6f4-47f1-af97-9786577d76a6,58,NA,0,0,01-09-2019,NA
654db94f-3464-4259-88d5-81f07264f877,14455,Appu Fans - Puneeth Rajkumar Fans,0,0,43899,Entertainment
6634aaad-b27e-4931-b23b-df61db360d7a,329,Hindi Bloggers (हिंदी),0,0,43942,Other
666db664-4864-4c3c-a89c-21f24445e676,931,Indian Gamers,16.64876477,0.684782609,43982,Sports & Gaming
671191d7-35c3-4739-af8b-eaac51669628,112,NA,0,0,01-09-2019,NA
6722faf1-c913-4986-833d-465cd62dd564,9612,Virtual Careers,0,0,43915,Jobs & Careers
67812d9c-6264-4907-8720-76e610df497c,14617,CSK FANS,0,0,43848,Entertainment
67cdf350-3968-451e-aa6c-530225874aca,335,Knowledge House,0,0,43892,NA
67d7b06f-5f08-46d5-91e6-7592865aa0cc,256441,Beauty & Health Tips,3.66497512,113.952381,44026,"Lifestyle, Beauty & Makeup"
681009f4-a0cb-4b45-8f50-94b9d267eb07,151,NA,0,0,01-09-2019,NA
685fbbed-2e01-4fbb-b064-0b8ef746defa,40017,Healthy Food Flavours,67.98775175,15.20771513,43783,Food & Drink
